sample_id,true_label,ensemble_pred,iso_forest,ocsvm,autoencoder,iso_score,ocsvm_score,ae_score
0,0,0,0,0,0,0.4441418764043084,-2.292026838543275e-05,0.3447783
1,0,0,0,0,0,0.44683602281807844,-4.369278340651632e-05,0.17703466
2,0,0,0,0,0,0.4342671087734285,-3.130105888254724e-05,0.386772
3,1,0,1,0,0,0.5178838051777943,-0.00024198554059082038,0.28354338
4,0,0,0,1,0,0.47212523454766325,0.00018970891000871977,0.47952974
5,0,0,0,0,0,0.4454347238417923,-3.2532514049969197e-05,0.3853759
6,0,0,0,0,0,0.4378765095039593,-4.86455025828068e-05,0.27341568
7,0,0,0,0,0,0.4253763076074985,-4.54119157466663e-05,0.15522555
8,0,0,0,0,0,0.43260187094573493,-3.7338145667945954e-05,0.3610349
9,0,0,0,1,0,0.4245928436972752,5.3196623412551e-05,0.13899857
10,1,0,0,0,1,0.4332608260933084,-0.00011504285123484042,0.71569246
11,0,0,0,1,0,0.46810608476647464,4.3895167368498034e-05,0.35326695
12,0,0,0,0,0,0.44470422100732737,-2.7221030562666797e-06,0.39080885
13,0,0,0,1,0,0.4277263731710784,8.831748752261188e-05,0.2016724
14,0,0,0,0,0,0.4139885362338469,-4.578601991681965e-06,0.36570123
15,1,0,0,0,0,0.47442682610479103,-0.00016704796039232288,0.46678317
16,0,0,0,0,0,0.4311440509885406,-6.0741929568923036e-05,0.16824982
17,0,0,0,1,0,0.44677492912233263,0.00010185753840866358,0.21430717
18,0,0,0,0,0,0.4488123589819711,-0.000123389736881833,0.4206912
19,0,0,0,0,0,0.44295529601981726,-5.6683848864006836e-05,0.40774778
20,0,0,0,1,0,0.45109032032648394,5.505015558185573e-05,0.08767287
21,0,0,0,1,0,0.4124825043310091,5.337608306524484e-05,0.22258869
22,0,0,0,0,0,0.42900608616055885,-5.073406935759788e-05,0.38991007
23,0,0,0,0,0,0.4239782974336227,-6.55168013427392e-06,0.16921957
24,0,0,0,0,0,0.4401005746557717,-1.2771384808566812e-05,0.111201964
25,1,0,0,0,0,0.4192250463484482,-9.60412830269523e-05,0.13985327
26,0,0,0,1,0,0.43720309549035796,8.44755772713442e-05,0.25252447
27,0,0,0,1,0,0.4646293455884907,6.213321811946078e-05,0.33521268
28,0,0,0,0,0,0.4270398743677743,-4.5236695451726194e-05,0.17312698
29,1,0,0,0,0,0.47727095627727917,-0.00015251972700444465,0.30332798
30,0,0,1,0,0,0.4893998105628635,-8.722359168863807e-05,0.39860398
31,0,0,0,0,0,0.4410076807889718,-1.1255857067097687e-05,0.2678614
32,0,0,0,0,0,0.4283223061043311,-6.683268478643682e-05,0.244635
33,0,0,0,1,0,0.4335636307306402,5.3030389041393744e-05,0.21401967
34,0,0,0,0,0,0.42705237933077467,-0.00011133043692509819,0.2995076
35,0,0,0,0,0,0.44144916610885115,-0.0001355928942723526,0.19184233
36,0,0,0,1,0,0.44041979341781573,1.1532968426516031e-05,0.16124247
37,0,0,0,1,0,0.4390809265374092,8.879045100454637e-05,0.17701635
38,0,0,0,0,0,0.43266614848188,-1.2561362106115294e-05,0.22380388
39,0,0,0,0,0,0.4128589268041811,-1.2781403310178453e-05,0.16602644
40,0,0,0,0,0,0.435809380563177,-6.991124113131335e-05,0.17134577
41,0,0,0,1,0,0.4074767180215746,6.301090510455094e-05,0.16945644
42,0,0,0,0,0,0.42572727665903415,-0.00017960421921778085,0.30409774
43,0,0,0,1,0,0.41075499585668546,0.0001424720098600914,0.12738103
44,0,0,0,1,0,0.4605386839411624,0.00011172575596899066,0.36044204
45,1,0,0,0,0,0.4725804960865435,-5.122918220143251e-05,0.2581967
46,1,0,0,0,0,0.4821724339532938,-0.00012931407924285192,0.3864956
47,0,0,0,1,0,0.42550601599304083,0.00011184573716008412,0.42277187
48,0,0,0,1,0,0.4288777565983957,7.079456744216357e-05,0.42314595
49,1,0,0,0,0,0.45232098634028556,-1.6237378718667972e-05,0.44286075
50,0,0,0,1,0,0.41989349109820506,0.0001334921265126206,0.12568374
51,0,0,0,0,0,0.4097028376453421,-5.002097406789179e-05,0.34456527
52,1,0,0,0,1,0.48459059079205585,-0.00011736173952023126,0.56827277
53,0,0,0,0,0,0.3868938533041006,-2.732956828885118e-05,0.058522947
54,1,0,1,0,0,0.49523995679879956,-7.823727976449628e-05,0.44552913
55,0,0,0,0,0,0.4523100318075559,-7.579080227012962e-05,0.45576417
56,0,0,0,1,0,0.46669199353984986,7.387166697017851e-05,0.411855
57,0,0,0,1,0,0.4087916471156204,0.00012741671642377457,0.22171302
58,0,0,0,0,1,0.4743502701108271,-4.687355048538396e-05,0.559997
59,0,0,0,0,0,0.4519357388807294,-0.00011487119368210053,0.28777254
60,0,0,0,0,0,0.43437800963937934,-0.00014340507532786633,0.27570578
61,0,0,0,0,0,0.47154269341813054,-4.2082686866310825e-05,0.42636293
62,0,0,0,1,0,0.4389421787871484,8.683758073531787e-06,0.28783908
63,0,0,0,1,0,0.4189308747358297,0.0001201924601259859,0.47596863
64,1,0,1,0,0,0.5061560885542968,-0.000147971498233949,0.29808167
65,0,0,0,1,0,0.4363693451950042,1.4355965445774398e-05,0.38045767
66,0,0,0,1,0,0.4025556373215223,1.702625453339952e-05,0.10003301
67,0,0,0,1,0,0.4528355294716308,6.0701895939570716e-05,0.1869393
68,0,0,0,0,0,0.41303057888642536,-4.1095602678035514e-05,0.29423353
69,0,0,0,1,0,0.4704767436249996,0.0001645093721905096,0.2183488
70,0,0,0,1,0,0.42800456824514643,2.7357803913859624e-05,0.49354154
71,1,1,0,1,1,0.4411090696104858,9.046757015343705e-05,0.66139686
72,0,0,0,0,0,0.4429951477030605,-2.3224996733099234e-05,0.3534752
73,0,0,0,1,0,0.449174570663555,0.00021036588365544635,0.3247717
74,0,0,0,0,0,0.4619498407248188,-2.265362461969882e-05,0.3200771
75,0,0,0,1,0,0.4112195172147877,2.3427554638496173e-05,0.11601619
76,0,0,0,1,0,0.40785151493717153,0.00013059175338561897,0.14171308
77,0,0,0,0,0,0.4329471948231347,-7.821376204627899e-05,0.5351939
78,0,0,0,1,0,0.4239265292396055,4.913941607146051e-05,0.26934913
79,1,0,1,0,0,0.4906890635409275,-0.0001316374782618072,0.46432647
80,0,0,0,1,0,0.40442458121870756,5.34580851455264e-06,0.15390855
81,0,0,0,0,1,0.4570591835721379,-3.694576670939902e-05,0.58910525
82,0,0,0,1,0,0.4313671438093255,8.264814487554857e-05,0.17706297
83,0,0,0,1,0,0.4094445406061015,8.754403731521985e-06,0.22307251
84,1,0,0,1,0,0.44609767882594964,4.563945611810356e-05,0.4704731
85,0,0,0,1,0,0.4545502278914704,1.5662268960466475e-05,0.41538385
86,0,0,0,0,0,0.4316629028251155,-5.003622090558695e-05,0.2667883
87,0,0,0,1,0,0.4275707646029925,6.84821364869433e-05,0.25462857
88,0,0,1,0,0,0.49093441112243774,-0.00013747069932531868,0.28846487
89,0,0,0,0,0,0.4469082962474009,-2.7596099877095592e-05,0.18891266
90,0,0,0,1,0,0.43382770453721964,8.829024291853911e-05,0.41157627
91,0,0,0,0,0,0.44433738839752457,-6.935242174291127e-05,0.37817988
92,0,0,0,0,0,0.41330940567910873,-8.288072332143608e-05,0.1401985
93,0,0,0,1,0,0.4133956968557875,0.00011673155050665092,0.20518558
94,0,0,0,1,0,0.4032400639253147,0.00012242634681616977,0.14518681
95,0,0,0,1,0,0.43016075286880373,0.0001265618187025493,0.14746445
96,0,0,0,0,0,0.41423193403084013,-7.998559992935899e-05,0.39656672
97,0,0,0,1,0,0.44440623991063644,0.00010173192454390929,0.33538014
98,0,0,0,0,0,0.4070211137219476,-6.409617041694393e-05,0.17875862
99,1,0,0,0,0,0.46985792178600105,-6.991239606010484e-05,0.16785938
100,0,0,0,1,0,0.43304819747682066,5.325039538420413e-05,0.39834648
101,0,0,1,0,0,0.491554821495259,-4.9189296523780945e-05,0.47669953
102,0,0,0,1,0,0.46262891709377507,2.926758989637189e-06,0.21736448
103,0,0,0,0,0,0.39887602286232693,-2.612671616439115e-05,0.16705483
104,0,0,0,1,0,0.4026943379448145,8.332485356713122e-05,0.4088029
105,0,0,0,1,0,0.42064944232269885,4.247452180666984e-05,0.2342943
106,1,0,1,0,0,0.4978660046292869,-7.045680602099462e-05,0.459861
107,0,0,0,1,0,0.413652001253725,6.725334831384118e-05,0.3859589
108,0,0,0,1,0,0.4580296887441287,8.951031233647895e-05,0.26587307
109,0,0,0,0,0,0.46359937001201384,-2.9441403067735172e-05,0.283314
110,0,0,0,1,0,0.44845532975110386,9.789419971498365e-05,0.3503021
111,0,0,0,0,0,0.4309862704442199,-9.314321887080969e-06,0.32074365
112,0,0,0,1,0,0.4233523604945711,4.852782542611085e-05,0.22878605
113,0,0,0,0,0,0.4444315106428122,-0.0001232388526945775,0.27222398
114,1,0,0,0,0,0.4802526212260805,-0.0002505041372095877,0.40421814
115,0,0,0,1,0,0.42962617551801424,0.00012389105272767227,0.08110234
116,0,0,0,0,0,0.416920190829851,-2.6846811578355267e-05,0.15646183
117,0,0,0,1,0,0.42315557794142084,0.00020286910685921218,0.18139203
118,0,0,0,0,1,0.45068093441656715,-6.836894889642832e-06,0.5782827
119,1,0,1,0,0,0.5202213663869553,-0.0002324106706006172,0.13861051
120,0,0,0,0,0,0.45373934534259563,-0.00010758070627822451,0.10540349
121,0,0,0,0,0,0.44432500109607626,-0.0001235615869938626,0.28759092
122,0,0,0,1,0,0.42411788315960636,9.14335539195694e-06,0.15441991
123,0,0,0,1,0,0.4222985026377381,3.823469112292542e-06,0.2783527
124,0,0,0,0,1,0.4408244088066558,-9.421298396258642e-05,0.60273975
125,0,0,0,0,0,0.44628648351557876,-1.372894112425065e-05,0.5065234
126,1,0,0,1,0,0.45457515567617507,7.059423969127583e-05,0.40353104
127,0,0,0,0,0,0.44727705988211297,-5.471906221973615e-05,0.24758016
128,0,0,0,0,0,0.43443441428468815,-0.0001316367488760332,0.30915374
129,0,0,0,1,0,0.4517185648904061,2.0635612372495545e-06,0.25443268
130,0,0,0,1,0,0.4175913210135993,7.12432641421253e-05,0.24095963
131,0,0,0,1,0,0.4134451436654211,0.00020642134675499986,0.30576423
132,0,0,0,1,0,0.4008200350897918,4.936965169780223e-05,0.27040473
133,0,0,0,0,0,0.45901152413951446,-5.045685457846598e-05,0.264422
134,0,0,0,0,0,0.417747306941993,-0.00014557789081678745,0.1679316
135,0,0,0,0,0,0.4269406740497365,-4.8364474526355994e-05,0.10391676
136,0,0,0,0,0,0.42385850458343577,-2.573948948178344e-05,0.31741133
137,0,0,0,1,0,0.43144550057962555,3.270714097450462e-05,0.20910875
138,0,0,0,0,0,0.4620547046557836,-4.7668155728068195e-05,0.49210814
139,0,0,0,0,0,0.4349642689864148,-1.781181070123299e-05,0.35225737
140,0,0,0,1,0,0.4566423002250306,4.6339917222167526e-05,0.39348847
141,0,0,0,1,0,0.44627725333461193,6.588783403874328e-05,0.38388857
142,0,0,0,0,0,0.4190674886140334,-2.296845390456308e-05,0.1307655
143,0,0,0,0,0,0.4483878241337932,-5.9054018608476855e-05,0.19558354
144,0,0,0,1,0,0.43770589687348593,1.0837841586926643e-05,0.1882727
145,0,0,0,1,0,0.441747580420757,6.646892866335647e-05,0.21164276
146,0,0,0,0,0,0.4190061562349766,-2.860137125956601e-05,0.33214316
147,0,0,0,1,0,0.42218513829441773,2.0427014390008336e-05,0.44761884
148,0,0,0,1,0,0.4149898417712364,0.0001042613854259929,0.19327965
149,0,1,0,1,1,0.45175234370913175,0.00016571613286943583,0.5982307
150,0,0,0,0,0,0.4231143298930862,-2.5560286819740585e-05,0.15412454
151,1,0,0,0,0,0.4309534486585605,-3.6631907382537565e-05,0.29866078
152,0,0,0,1,0,0.420733660209757,9.215921054975447e-05,0.44840553
153,0,0,0,0,0,0.4417950000712754,-0.0001710950694375472,0.2411143
154,0,0,0,0,0,0.45149347518831867,-9.827669767922635e-05,0.282431
155,0,0,0,0,0,0.4557044343862942,-2.3392507172174492e-05,0.37839085
156,0,0,0,1,0,0.42399923634451,9.160870578220532e-05,0.11351563
157,0,0,0,1,0,0.4229258832120414,4.1598879098965935e-05,0.15827881
158,0,0,0,0,0,0.43900067876510196,-7.297124704472118e-05,0.08372805
159,0,0,0,0,0,0.4717055458296069,-0.00019607006502517048,0.18905488
160,0,0,0,1,0,0.4041090754745457,5.963284412671872e-05,0.29933906
161,0,0,0,1,0,0.4618048037666274,2.628014111064243e-05,0.47777575
162,0,0,0,1,0,0.4360701433207297,3.9033957913744044e-05,0.37249392
163,0,0,0,1,0,0.40711648523191424,9.229511944067366e-05,0.1700642
164,0,0,0,0,0,0.43887940202960374,-5.119405437855977e-05,0.41077825
165,0,0,0,0,0,0.445983244112626,-1.2719599204095535e-05,0.32713708
166,0,0,0,1,0,0.4398784497394585,3.362765511896921e-05,0.3200209
